Location,Size,Price (CZK),Link,Total price,Order ID,Update,Building,Property status,Ownership,Property location,Floor,Usable area,Floorage,Balcony,Move-in date,Water,Heating,Gas,Electricity,Transportation,Energy Performance Rating,Energy Performance Certificate,Loft,Furnished,Elevator,Flat type,Terrace,Cellar,Parking,Energy Performance Indicator,Price,Garden area,Cost of living,Garage,Barrier-free access,Loggia,Reconstruction year,Waste,Telecommunications,Annuity,Acquisition of title,Final building approval year,Road,Built-up area,Construction completion date,Note on the price,ID,Discounted,Original cost,Sales commencement date,Visit site date,Visit site date to,Basin area,Basin,Status,Ceiling height,Share size,Number of owners,Starting price,Expert judgement,Minimum Bid,Auction principal,Type of auction,Venue auction,Auction sale date,1st site visit date,2nd site visit date,Advertisement of auction,Number of flats,Share size of common area
"Pujmanové, Praha 4 - Podolí",For sale apartment 3+1 67 m²,7820000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-podoli-pujmanove/530662732,7 820 000 CZK per property,0939,Yesterday,Panel,In very good condition,Personal,,1. floor of total 8,67 m2,67 m2,,,Water supply,Central district heating,Gas pipeline,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class C Coll. 264/2020 complying with,Open Energy Performance Certificate,,,,,,,,,,,,,,7 m2,,Sewerage,,,,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lipecká, Praha 10 - Malešice",For sale apartment 3+1 69 m²,6900000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-malesice-lipecka/714409292,6 900 000 CZK per property,0774,28.09.2024,Panel,In good condition,Cooperative,,1. floor of total 7,69 m2,,,,,Central district heating,Gas pipeline,230 V,"Road, Urban public transportation, Bus",Class D Coll. 78/2013 complying with,Open Energy Performance Certificate,,Partially,,,,1 m2,,,,,,,,3 m2,,Sewerage,"Phone, Internet, Cable TV, Cable distribution",,No,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bouřilova, Praha - Černý Most",For sale apartment 2+1 63 m²,6850000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-cerny-most-bourilova/296522316,6 690 000 CZK per property,401510,01.10.2024,Panel,In very good condition,Personal,Quiet part of municipality,3. floor of total 8 including 1 underground,63 m2,63 m2,,Immediately,Water supply,,Gas pipeline,230 V,,Class G Coll. 264/2020 complying with,,,,,,,2 m2,,,,,,,,3 m2,,Sewerage,,,,1983,,941 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bělomlýnská, Praha - Praha-Čakovice",For sale apartment 2+kt 52 m²,6991140,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-praha-cakovice-belomlynska/2208310604,6 991 140 CZK per property,D5.1.01,Yesterday,Framed structure,New homes,Personal,Quiet part of municipality,1. floor of total 3 including 1 underground,52 m2,48 m2,,,Water supply,Central gas,,"230 V, 400 V","Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,3 m2,1,50.0 kWh/m^2 /year,,40 m2,,,,,,Sewerage,"Internet, Cable TV, Cable distribution",,,2027,"Concrete, Paved, Asphalt",,31.12.2026,,,,,,,,,,,,,,,,,,,,,,,,,
"Slévačská, Praha 9 - Hloubětín",For sale apartment 1+1 40 m²,5290000,https://www.sreality.cz/en/detail/sale/flat/1+1/praha-hloubetin-slevacska/1098678860,5 290 000 CZK per property,0012924,30.09.2024,Panel,Renovated,Personal,Quiet part of municipality,9. floor of total 12 including 1 underground,40 m2,40 m2,,,,Central district heating,Gas pipeline,230 V,,Class D,,,,,,,3 m2,,,,,,,,6 m2,,,"Internet, Cable TV, Cable distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slévačská, Praha 9 - Hloubětín",For sale apartment 3+1 70 m²,8480000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-hloubetin-slevacska/829588044,8 480 000 CZK per property,0013924,Yesterday,Panel,In very good condition,Cooperative,Quiet part of municipality,7. floor of total 11 including 1 underground,70 m2,70 m2,,,,Central district heating,,400 V,"Train, Highway, Road, Urban public transportation",Class C,,,,,,,2 m2,,,,,,,,6 m2,,,"Phone, Internet, Cable TV, Cable distribution, Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slévačská, Praha 9 - Hloubětín",For sale apartment 1+1 43 m²,5680000,https://www.sreality.cz/en/detail/sale/flat/1+1/praha-hloubetin-slevacska/1651110476,5 680 000 CZK per property,00149024,30.09.2024,Panel,In very good condition,Cooperative,Quiet part of municipality,8. floor of total 11 including 1 underground,43 m2,43 m2,,,,Central district heating,,400 V,"Train, Highway, Road, Urban public transportation",Class C,,,,,,,2 m2,,,,,,,,6 m2,,,"Internet, Cable TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"U Petřin, Praha 6 - Břevnov",For sale apartment 2+kt 88 m²,24990000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-brevnov-u-petrin/2105143884,24 990 000 CZK per property,225038,30.09.2024,Brick,New homes,Personal,,6. floor of total 6 including 1 underground,88 m2,88 m2,,,Water supply,Central district heating,,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class B,,,,,,78 m2,,,,,,,,,,,Sewerage,"Internet, Cable TV, Cable distribution",,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Na pomezí, Praha 5 - Košíře",For sale apartment 3+kt 91 m² (Single-storey),21900000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-kosire-na-pomezi/2893058636,21 900 000 CZK per property,,28.09.2024,Framed structure,In very good condition,Personal,Quiet part of municipality,-1. floor of total 4 including 2 underground,91 m2,93 m2,,,Water supply,Central gas,,230 V,"Train, Road, Urban public transportation",Class B Coll. 264/2020 complying with,,,,,Single-storey,,5 m2,,111.0 kWh/m^2 /year,,105 m2,,1,,,,Sewerage,"Phone, Internet, Cable TV, Cable distribution",,,2020,Asphalt,,,,2893058636,,,,,,,,,,,,,,,,,,,,,,,
"Voskovcova, Praha 5 - Hlubočepy",For sale apartment 5+1 205 m²,19000000,https://www.sreality.cz/en/detail/sale/flat/5+1/praha-hlubocepy-voskovcova/1268794700,19 000 000 CZK per property (k jednání),000657,Yesterday,Mixed,In very good condition,Personal,Quiet part of municipality,3. floor of total 4,205 m2,,2 m2,Immediately,Water supply,,Gas pipeline,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class C Coll. 78/2013 complying with,,,,,,45 m2,9 m2,2,,,,,,,,,Sewerage,"Phone, Internet",,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bubenečská, Praha 6 - Bubeneč",For sale apartment 3+1 153 m² (Mezonet),17200000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-bubenec-bubenecska/4231168588,17 200 000 CZK per property (k jednání),000774,Yesterday,Mixed,For renovation,Personal,Quiet part of municipality,6. floor of total 6,153 m2,,,Immediately,Water supply,Local gas,Gas pipeline,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class E Coll. 78/2013 complying with,,,,,Mezonet,,,,,,,3 898,,,,,Sewerage,"Phone, Internet",,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bryksova, Praha - Černý Most",For sale apartment 2+kt 46 m²,7299000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-cerny-most-bryksova/560108108,7 299 000 CZK per property (k jednání),N01467,01.10.2024,Mixed,New homes,Personal,,3. floor of total 6 including 1 underground,46 m2,46 m2,2 m2,Immediately,Water supply,,Gas pipeline,230 V,"Train, Highway, Road, Bus",Class B Coll. 264/2020 complying with,,,,,,,,,122.0 kWh/m^2 /year,,,,,,,,,Cable TV,,,,Asphalt,354 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gotthardská, Praha 6 - Bubeneč",For sale apartment 3+kt 107 m²,24283228,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-bubenec-gotthardska/2012288332,24 283 228 CZK per property,236730-24,Yesterday,Mixed,New homes,Personal,,2. floor of total 4,107 m2,,,,,Local gas,,,,Class G,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spálená, Praha 1 - Nové Město",For sale apartment 3+kt 107 m²,24500000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-nove-mesto-spalena/2741613132,24 500 000 CZK per property,231120-1,Yesterday,Brick,In very good condition,Personal,,3. floor of total 6,107 m2,,,,,,,,,Class B Coll. 148/2007 complying with,,,,,,,,,69.7 kWh/m^2 /year,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Polabská, Praha 9 - Miškovice",For sale apartment 3+1 71 m²,7290000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-miskovice-polabska/676283724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maltézské náměstí, Praha 1 - Malá Strana",For sale apartment 3+kt 144 m² (Attic),27999000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-mala-strana-maltezske-namesti/131142988,27 999 000 CZK per property,98240301,28.09.2024,Brick,In very good condition,Personal,Municipality centre,4. floor of total 4 including 1 underground,144 m2,,9 m2,,Water supply,Local electric,,230 V,"Road, Urban public transportation",Class G,,,Partially,,Attic,,5 m2,,,,,"7060,- Kč",,,,,Sewerage,"Phone, Internet, Cable TV, Cable distribution",,,,"Paved, Asphalt",,,,,,,,19.01.2024 00:00,,,,,,,,,,,,,,,,,,,
"Peroutkova, Praha 5 - Smíchov",For sale apartment 3+kt 89 m² (Attic),9750000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-smichov-peroutkova/288179532,9 750 000 CZK per property (k jednání),84240602,28.09.2024,Brick,In very good condition,Personal,Quiet part of municipality,4. floor of total 4 including 1 underground,89 m2,,,,Local water source,Central gas,Gas pipeline,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class G,,,Partially,,Attic,,,,,,,,,,,,Sewerage,"Phone, Internet, Cable TV",,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vladycká, Praha 10 - Hostivař",For sale apartment 2+kt 117 m²,8790000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-hostivar-vladycka/1259423052,8 790 000 CZK per property,98240607,28.09.2024,Brick,In very good condition,Personal,Quiet part of municipality,1. floor of total 6 including 1 underground,117 m2,57 m2,,,Water supply,Local gas,,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class C Coll. 148/2007 complying with,,,Partially,,,10 m2,,,117.7 kWh/m^2 /year,,60 m2,,1,,,,Sewerage,"Phone, Internet, Satellite, Cable TV, Cable distribution",,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Doležalova, Praha 9 - Černý Most",For sale apartment 3+1 84 m²,7150000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-cerny-most-dolezalova/2559218252,7 150 000 CZK per property,4872,30.09.2024,Panel,In very good condition,Personal,,6. floor,84 m2,,,,,,,,,Class G,,,,,,,,,,,,,,,7 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kurta Konráda, Praha 9 - Libeň",For sale apartment 2+kt 66 m²,8400000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-liben-kurta-konrada/737514060,8 400 000 CZK per property,4885,30.09.2024,Brick,New homes,Personal,,2. floor,66 m2,61 m2,,,,,,,,Class C Coll. 78/2013 complying with,,,,,,,,,75.0 kWh/m^2 /year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Horáčkova, Praha 4 - Krč",For sale apartment 4+1 66 m²,7580000,https://www.sreality.cz/en/detail/sale/flat/4+1/praha-krc-horackova/1554686540,7 580 000 CZK per property,1980,28.09.2024,Panel,In very good condition,Personal,Quiet part of municipality,3. floor of total 8,66 m2,,,Immediately,,,,230 V,"Highway, Urban public transportation, Bus",Class D,,,,,,,,,,,,,,,6 m2,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pujmanové, Praha 4 - Nusle",For sale apartment 3+kt 70 m²,8985000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-nusle-pujmanove/2566095436,8 985 000 CZK per property,1979,28.09.2024,Panel,In very good condition,Personal,Quiet part of municipality,2. floor of total 7,70 m2,,,01.11.2024,,,,,"Highway, Urban public transportation, Bus",Class D,,,,,,,1 m2,,,,,,,,,,,"Internet, Cable distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pujmanové, Praha 4 - Nusle",For sale apartment 3+kt 70 m²,8985000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-nusle-pujmanove/2566095436,8 985 000 CZK per property,1979,28.09.2024,Panel,In very good condition,Personal,Quiet part of municipality,2. floor of total 7,70 m2,,,01.11.2024,,,,,"Highway, Urban public transportation, Bus",Class D,,,,,,,1 m2,,,,,,,,,,,"Internet, Cable distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Křížová, Praha 5 - Smíchov",For sale apartment 3+kt 288 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-smichov-krizova/3456472396,,230837,01.10.2024,Mixed,New homes,Personal,,6. floor,288 m2,,,,,,,,,Class G,,,,,,,,,,Info on price at REA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Křížová, Praha 5 - Smíchov",For sale apartment 3+kt 288 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-smichov-krizova/3456472396,,230837,01.10.2024,Mixed,New homes,Personal,,6. floor,288 m2,,,,,,,,,Class G,,,,,,,,,,Info on price at REA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Na Václavce, Praha 5 - Smíchov",For sale apartment 2+1 65 m²,10490000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-smichov-na-vaclavce/2589222220,10 490 000 CZK per property,595,Today,Brick,In very good condition,Personal,,2. floor of total 5,65 m2,59 m2,,,Water supply,Local gas,,230 V,"Road, Urban public transportation",Class G,,,Partially,,,,6 m2,,,,49 m2,,,,,,Sewerage,,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Na Václavce, Praha 5 - Smíchov",For sale apartment 2+1 65 m²,10490000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-smichov-na-vaclavce/2589222220,10 490 000 CZK per property,595,Today,Brick,In very good condition,Personal,,2. floor of total 5,65 m2,59 m2,,,Water supply,Local gas,,230 V,"Road, Urban public transportation",Class G,,,Partially,,,,6 m2,,,,49 m2,,,,,,Sewerage,,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renoirova, Praha 5 - Hlubočepy",For sale apartment 3+1 69 m²,7099000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-hlubocepy-renoirova/2001884492,6 890 000 CZK per property,597,Today,Panel,For renovation,Personal,Quiet part of municipality,5. floor of total 8,69 m2,,,,Water supply,Central district heating,,230 V,"Road, Urban public transportation",Class D Coll. 78/2013 complying with,,,,,,,,,121.0 kWh/m^2 /year,,,,,,,,Sewerage,,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renoirova, Praha 5 - Hlubočepy",For sale apartment 3+1 69 m²,7099000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-hlubocepy-renoirova/2001884492,6 890 000 CZK per property,597,Today,Panel,For renovation,Personal,Quiet part of municipality,5. floor of total 8,69 m2,,,,Water supply,Central district heating,,230 V,"Road, Urban public transportation",Class D Coll. 78/2013 complying with,,,,,,,,,121.0 kWh/m^2 /year,,,,,,,,Sewerage,,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pujmanové, Praha 4 - Nusle",For sale apartment 3+kt 70 m²,8985000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-nusle-pujmanove/2566095436,8 985 000 CZK per property,1979,28.09.2024,Panel,In very good condition,Personal,Quiet part of municipality,2. floor of total 7,70 m2,,,01.11.2024,,,,,"Highway, Urban public transportation, Bus",Class D,,,,,,,1 m2,,,,,,,,,,,"Internet, Cable distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pujmanové, Praha 4 - Nusle",For sale apartment 3+kt 70 m²,8985000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-nusle-pujmanove/2566095436,8 985 000 CZK per property,1979,28.09.2024,Panel,In very good condition,Personal,Quiet part of municipality,2. floor of total 7,70 m2,,,01.11.2024,,,,,"Highway, Urban public transportation, Bus",Class D,,,,,,,1 m2,,,,,,,,,,,"Internet, Cable distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Křížová, Praha 5 - Smíchov",For sale apartment 3+kt 288 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-smichov-krizova/3456472396,,230837,01.10.2024,Mixed,New homes,Personal,,6. floor,288 m2,,,,,,,,,Class G,,,,,,,,,,Info on price at REA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Křížová, Praha 5 - Smíchov",For sale apartment 3+kt 288 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-smichov-krizova/3456472396,,230837,01.10.2024,Mixed,New homes,Personal,,6. floor,288 m2,,,,,,,,,Class G,,,,,,,,,,Info on price at REA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Na Václavce, Praha 5 - Smíchov",For sale apartment 2+1 65 m²,10490000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-smichov-na-vaclavce/2589222220,10 490 000 CZK per property,595,Today,Brick,In very good condition,Personal,,2. floor of total 5,65 m2,59 m2,,,Water supply,Local gas,,230 V,"Road, Urban public transportation",Class G,,,Partially,,,,6 m2,,,,49 m2,,,,,,Sewerage,,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Na Václavce, Praha 5 - Smíchov",For sale apartment 2+1 65 m²,10490000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-smichov-na-vaclavce/2589222220,10 490 000 CZK per property,595,Today,Brick,In very good condition,Personal,,2. floor of total 5,65 m2,59 m2,,,Water supply,Local gas,,230 V,"Road, Urban public transportation",Class G,,,Partially,,,,6 m2,,,,49 m2,,,,,,Sewerage,,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renoirova, Praha 5 - Hlubočepy",For sale apartment 3+1 69 m²,7099000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-hlubocepy-renoirova/2001884492,6 890 000 CZK per property,597,Today,Panel,For renovation,Personal,Quiet part of municipality,5. floor of total 8,69 m2,,,,Water supply,Central district heating,,230 V,"Road, Urban public transportation",Class D Coll. 78/2013 complying with,,,,,,,,,121.0 kWh/m^2 /year,,,,,,,,Sewerage,,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renoirova, Praha 5 - Hlubočepy",For sale apartment 3+1 69 m²,7099000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-hlubocepy-renoirova/2001884492,6 890 000 CZK per property,597,Today,Panel,For renovation,Personal,Quiet part of municipality,5. floor of total 8,69 m2,,,,Water supply,Central district heating,,230 V,"Road, Urban public transportation",Class D Coll. 78/2013 complying with,,,,,,,,,121.0 kWh/m^2 /year,,,,,,,,Sewerage,,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valečovská, Praha 9 - Prosek",For sale apartment 1+kt 35 m²,5490000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-prosek-valecovska/4064715340,5 490 000 CZK per property,614,Today,Framed structure,In very good condition,Personal,Quiet part of municipality,1. floor of total 4,35 m2,35 m2,,,Water supply,Central district heating,,230 V,"Road, Urban public transportation",Class C Coll. 78/2013 complying with,,,,,,,,,147.0 kWh/m^2 /year,,,,,,,,Sewerage,Internet,,,2006,Paved,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Horňátecká, Praha 8 - Kobylisy",For sale apartment 3+1 76 m²,8790000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-kobylisy-hornatecka/2041283148,8 390 000 CZK per property,624,30.09.2024,Brick,In good condition,Cooperative,Quiet part of municipality,3. floor of total 5 including 1 underground,76 m2,,1 m2,,Water supply,Central district heating,Gas pipeline,230 V,"Road, Urban public transportation",Class G,,,Partially,,,,2 m2,,,,,,,,,,Sewerage,Internet,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chlumova, Praha 3 - Žižkov",For sale apartment 2+kt 55 m²,6990000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-zizkov-chlumova/334729804,6 990 000 CZK per property,03_2024_101,01.10.2024,Brick,In renovation,Personal,Municipality centre,-1. floor of total 6 including 1 underground,55 m2,,,01.12.2024,Water supply,,,230 V,"Road, Urban public transportation",Class F Coll. 264/2020 complying with,,,,,,,,,235.0 kWh/m^2 /year,,,,,,,2024,Sewerage,Internet,,,2024,Paved,,30.09.2024,,,,,,,,,,,,,,,,,,,,,,,,,
"Bělomlýnská, Praha - Praha-Čakovice",For sale apartment 2+kt 52 m²,6977600,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-praha-cakovice-belomlynska/298168908,6 977 600 CZK per property,D7.1.01,Yesterday,Framed structure,New homes,Personal,Quiet part of municipality,1. floor of total 3 including 1 underground,52 m2,48 m2,,,Water supply,Central gas,,"230 V, 400 V","Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,3 m2,1,50.0 kWh/m^2 /year,,37 m2,,,,,,Sewerage,"Internet, Cable TV, Cable distribution",,,2027,"Concrete, Paved, Asphalt",,31.12.2026,,,,,,,,,,,,,,,,,,,,,,,,,
"Chlumova, Praha 3 - Žižkov",For sale apartment 1+kt 27 m²,3690000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-zizkov-chlumova/989106764,3 690 000 CZK per property,03_2024_103_1,01.10.2024,Brick,In renovation,Personal,Municipality centre,-1. floor of total 6 including 1 underground,27 m2,,,01.12.2024,Water supply,,,230 V,"Road, Urban public transportation",,,,,,,,,,,,,,,,,2024,Sewerage,Internet,,,2024,Paved,,30.09.2024,,,,,,,,,,,,,,,,,,,,,,,,,
Praha 8 - Střížkov,For sale apartment 2+kt 52 m²,6800000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-strizkov-/3304215884,6 800 000 CZK per property,,Yesterday,Framed structure,In very good condition,Personal,Quiet part of municipality,6. floor of total 6 including 1 underground,52 m2,,,,Water supply,Central district heating,,,"Highway, Road, Urban public transportation, Bus",Class C,,,Partially,,,,,,,,,,,,,2024,Sewerage,,,,,Asphalt,,,service fees: CZK 3.500/month,3304215884,,,,,,,,,,,,,,,,,,,,,,,
"Českého červeného kříže, Praha 5 - Lipence",For sale apartment 4+kt 160 m²,12500000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-lipence-ceskeho-cerveneho-krize/1328710220,12 500 000 CZK per property,64269,01.10.2024,Brick,Renovated,Personal,,2. floor,160 m2,143 m2,,Immediately,Water supply,Local electric,,230 V,"Highway, Road, Urban public transportation, Bus",Class G,,,,,,,17 m2,2,,,,,,,,,Sewerage,"Cable distribution, Other",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saarinenova, Praha 9 - Hloubětín",For sale apartment 3+kt 65 m²,10290000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-hloubetin-saarinenova/3848450636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
